relative_path,extension,size_bytes,size_kb,last_modified,category,recommended_for
learning/reflection_layer.py,.py,8288,8.09,2026-06-08T04:06:28,unknown,avoid_unless_needed
learning/reflection_layer_backup_before_group4_step3.py,.py,2014,1.97,2026-06-08T04:06:28,unknown,avoid_unless_needed
learning/response_improver.py,.py,13511,13.19,2026-06-08T04:06:28,unknown,avoid_unless_needed
learning/storage_rotation.py,.py,21298,20.8,2026-06-08T04:06:28,unknown,avoid_unless_needed
learning/symbolic_layer.py,.py,5859,5.72,2026-06-08T04:06:28,unknown,avoid_unless_needed
learning/symbolic_layer_backup_before_group3_step2.py,.py,837,0.82,2026-06-08T04:06:28,unknown,avoid_unless_needed
learning/telemetry.py,.py,70562,68.91,2026-06-08T04:06:28,unknown,avoid_unless_needed
learning/telemetry_backup_before_12_7_final_close.py,.py,51778,50.56,2026-06-08T04:06:28,unknown,avoid_unless_needed
learning/telemetry_backup_before_12_7_step1.py,.py,47353,46.24,2026-06-08T04:06:28,unknown,avoid_unless_needed
learning/telemetry_backup_before_12_7_step2.py,.py,48410,47.28,2026-06-08T04:06:28,unknown,avoid_unless_needed
learning/telemetry_backup_before_12_7_step3.py,.py,48410,47.28,2026-06-08T04:06:28,unknown,avoid_unless_needed
learning/telemetry_backup_before_group4_step1_5.py,.py,18939,18.5,2026-06-08T04:06:28,unknown,avoid_unless_needed
learning/telemetry_backup_before_group4_step2.py,.py,26747,26.12,2026-06-08T04:06:28,unknown,avoid_unless_needed
learning/telemetry_backup_before_group4_step3.py,.py,29989,29.29,2026-06-08T04:06:28,unknown,avoid_unless_needed
learning/telemetry_backup_before_group4_step4.py,.py,34619,33.81,2026-06-08T04:06:28,unknown,avoid_unless_needed
learning/telemetry_backup_before_group4_step5.py,.py,40932,39.97,2026-06-08T04:06:28,unknown,avoid_unless_needed
learning/time_ecology_layer.py,.py,8111,7.92,2026-06-08T04:06:28,unknown,avoid_unless_needed
learning/time_ecology_layer_backup_before_group4_step2.py,.py,1465,1.43,2026-06-08T04:06:28,unknown,avoid_unless_needed
learning/token_budget_policy.py,.py,5581,5.45,2026-06-08T04:06:28,unknown,avoid_unless_needed
live_readiness_checklist.py,.py,4551,4.44,2026-06-08T04:06:28,unknown,avoid_unless_needed
lux_character_core.py,.py,15693,15.33,2026-06-08T04:06:28,unknown,avoid_unless_needed
lux_fault_report.py,.py,125673,122.73,2026-06-11T21:48:50,unknown,avoid_unless_needed
luxcode_core_status_snapshot.py,.py,12010,11.73,2026-06-11T21:50:47,unknown,avoid_unless_needed
luxcode_engineering_brain_core_preview.py,.py,23920,23.36,2026-06-11T21:54:25,unknown,avoid_unless_needed
luxdeep_health_audit.txt,.txt,6204,6.06,2026-06-10T00:28:44,unknown,avoid_unless_needed
LUXDEEP_REPORTS/Circular_Import_Fix_Report.txt,.txt,4832,4.72,2026-06-11T22:00:41,reports,router_consolidation
LUXDEEP_REPORTS/layer27_3_test_report.txt,.txt,6737,6.58,2026-06-10T00:26:31,reports,router_consolidation
LUXDEEP_REPORTS/Layer27_4_Patch_Risk_Matrix.txt,.txt,7845,7.66,2026-06-10T01:05:35,reports,router_consolidation
LUXDEEP_REPORTS/Layer27_5_Patch_Approval_Engine.txt,.txt,5923,5.78,2026-06-10T01:13:19,reports,router_consolidation
LUXDEEP_REPORTS/Layer27_6_Patch_Execution_Readiness.txt,.txt,4432,4.33,2026-06-10T01:27:53,reports,router_consolidation
LUXDEEP_REPORTS/Layer27_Status_Snapshot.txt,.txt,3429,3.35,2026-06-10T01:43:51,reports,router_consolidation
LUXDEEP_REPORTS/Layer28_1_Safe_Patch_Application.txt,.txt,2286,2.23,2026-06-10T01:56:56,reports,router_consolidation
LUXDEEP_REPORTS/Layer28_2_Patch_Rollback.txt,.txt,1951,1.91,2026-06-10T02:29:31,reports,router_consolidation
LUXDEEP_REPORTS/Layer28_3_Patch_Validation.txt,.txt,1934,1.89,2026-06-10T02:51:08,reports,router_consolidation
LUXDEEP_REPORTS/Layer28_4_Patch_Recovery.txt,.txt,2952,2.88,2026-06-10T04:20:14,reports,router_consolidation
LUXDEEP_REPORTS/Layer28_5_Patch_Audit_Trail.txt,.txt,3070,3.0,2026-06-10T16:23:16,reports,router_consolidation
LUXDEEP_REPORTS/Layer28_6_Patch_Lifecycle.txt,.txt,3121,3.05,2026-06-10T16:30:14,reports,router_consolidation
LUXDEEP_REPORTS/Layer28_Status_Snapshot.txt,.txt,3556,3.47,2026-06-10T16:37:12,reports,router_consolidation
LUXDEEP_REPORTS/Layer29_1_Patch_Permission_Enforcement.txt,.txt,2839,2.77,2026-06-10T16:44:25,reports,router_consolidation
LUXDEEP_REPORTS/Layer29_2_Patch_Policy_Evaluation.txt,.txt,2698,2.63,2026-06-10T16:51:01,reports,router_consolidation
LUXDEEP_REPORTS/Layer29_3_Patch_Compliance.txt,.txt,2738,2.67,2026-06-10T16:56:48,reports,router_consolidation
LUXDEEP_REPORTS/Layer29_4_Patch_Governance.txt,.txt,4682,4.57,2026-06-10T17:36:06,reports,router_consolidation
LUXDEEP_REPORTS/Layer29_5_Patch_Oversight.txt,.txt,4827,4.71,2026-06-10T18:05:57,reports,router_consolidation
LUXDEEP_REPORTS/Layer29_6_Patch_Accountability.txt,.txt,4041,3.95,2026-06-10T18:21:08,reports,router_consolidation
LUXDEEP_REPORTS/Layer29_7_Patch_Assurance.txt,.txt,3393,3.31,2026-06-10T18:31:00,reports,router_consolidation
LUXDEEP_REPORTS/Layer29_8_Patch_Confidence.txt,.txt,4018,3.92,2026-06-10T18:38:49,reports,router_consolidation
LUXDEEP_REPORTS/Layer29_Status_Snapshot.txt,.txt,4280,4.18,2026-06-10T18:48:02,reports,router_consolidation
LUXDEEP_REPORTS/Layer30_1_Production_Readiness.txt,.txt,3408,3.33,2026-06-10T18:56:58,reports,router_consolidation
LUXDEEP_REPORTS/Layer30_2_Operational_Readiness.txt,.txt,3450,3.37,2026-06-10T20:26:51,reports,router_consolidation
LUXDEEP_REPORTS/Layer30_3_System_Readiness.txt,.txt,3501,3.42,2026-06-10T20:34:11,reports,router_consolidation
LUXDEEP_REPORTS/Layer30_4_Validation_Readiness.txt,.txt,3929,3.84,2026-06-10T20:45:10,reports,router_consolidation
LUXDEEP_REPORTS/Layer30_5_Release_Readiness.txt,.txt,3951,3.86,2026-06-10T21:06:12,reports,router_consolidation
LUXDEEP_REPORTS/Layer30_Status_Snapshot.txt,.txt,3794,3.71,2026-06-10T21:14:35,reports,router_consolidation
LUXDEEP_REPORTS/Layer31_1_System_Health_Intelligence.txt,.txt,6666,6.51,2026-06-10T21:53:00,reports,router_consolidation
LUXDEEP_REPORTS/Layer31_2_Runtime_Stability_Intelligence.txt,.txt,6607,6.45,2026-06-11T01:30:10,reports,router_consolidation
LUXDEEP_REPORTS/Layer31_3_Runtime_Risk_Intelligence.txt,.txt,6646,6.49,2026-06-11T01:33:54,reports,router_consolidation
LUXDEEP_REPORTS/Layer31_4_Runtime_Drift_Intelligence.txt,.txt,6620,6.46,2026-06-11T01:36:55,reports,router_consolidation
LUXDEEP_REPORTS/Layer31_5_Runtime_Recovery_Intelligence.txt,.txt,6894,6.73,2026-06-11T01:41:09,reports,router_consolidation
LUXDEEP_REPORTS/Layer31_Status_Snapshot.txt,.txt,6735,6.58,2026-06-11T01:44:13,reports,router_consolidation
LUXDEEP_REPORTS/Layer32_1_Runtime_Anomaly_Intelligence.txt,.txt,5097,4.98,2026-06-11T02:00:22,reports,router_consolidation
LUXDEEP_REPORTS/Layer32_2_Regression_Intelligence.txt,.txt,4771,4.66,2026-06-11T02:05:54,reports,router_consolidation
LUXDEEP_REPORTS/Layer32_3_Failure_Memory_Intelligence.txt,.txt,4888,4.77,2026-06-11T02:12:25,reports,router_consolidation
LUXDEEP_REPORTS/Layer32_4_Root_Cause_Intelligence.txt,.txt,7993,7.81,2026-06-11T03:57:49,reports,router_consolidation
LUXDEEP_REPORTS/Layer32_5_Dependency_Intelligence.txt,.txt,4365,4.26,2026-06-11T02:16:21,reports,router_consolidation
LUXDEEP_REPORTS/Layer32_Status_Snapshot.txt,.txt,4504,4.4,2026-06-11T04:01:50,reports,router_consolidation
LUXDEEP_REPORTS/Layer33_1_Change_Memory_Intelligence.txt,.txt,6460,6.31,2026-06-11T04:10:11,reports,router_consolidation
LUXDEEP_REPORTS/Layer33_2_Failed_Change_Intelligence.txt,.txt,7104,6.94,2026-06-11T04:15:42,reports,router_consolidation
LUXDEEP_REPORTS/Layer33_3_Change_Planning_Intelligence.txt,.txt,6850,6.69,2026-06-11T04:21:13,reports,router_consolidation
LUXDEEP_REPORTS/Layer33_4_Clone_Workspace_Intelligence.txt,.txt,5071,4.95,2026-06-11T04:46:41,reports,router_consolidation
LUXDEEP_REPORTS/Layer33_5_Sandbox_Repair_Intelligence.txt,.txt,5472,5.34,2026-06-11T05:03:00,reports,router_consolidation
LUXDEEP_REPORTS/Layer33_6_Verification_Intelligence.txt,.txt,5680,5.55,2026-06-11T05:08:18,reports,router_consolidation
LUXDEEP_REPORTS/Layer33_7_Delivery_Readiness_Intelligence.txt,.txt,5178,5.06,2026-06-11T05:14:17,reports,router_consolidation
LUXDEEP_REPORTS/Layer33_8_LuxCode_Core_Status_Snapshot.txt,.txt,4425,4.32,2026-06-11T05:17:28,reports,router_consolidation
LUXDEEP_REPORTS/Layer34_1_GitHub_Bridge_Intelligence.txt,.txt,4019,3.92,2026-06-11T05:21:03,reports,router_consolidation
LUXDEEP_REPORTS/Layer34_2_Terminal_Bridge_Intelligence.txt,.txt,4223,4.12,2026-06-11T05:25:07,reports,router_consolidation
LUXDEEP_REPORTS/Layer34_3_Deployment_Bridge_Intelligence.txt,.txt,4214,4.12,2026-06-11T05:28:23,reports,router_consolidation
LUXDEEP_REPORTS/Layer34_41_Architecture_Audit_Summary.txt,.txt,3653,3.57,2026-06-11T20:52:05,reports,router_consolidation
LUXDEEP_REPORTS/Layer34_41_Architecture_Code_Alignment_Report.txt,.txt,7610,7.43,2026-06-11T23:50:23,reports,router_consolidation
LUXDEEP_REPORTS/Layer34_41_Code_Gap_Closure_Master_Status.txt,.txt,14363,14.03,2026-06-11T23:50:12,reports,router_consolidation
LUXDEEP_REPORTS/Layer34_41_Code_Gap_Closure_Plan.txt,.txt,5989,5.85,2026-06-11T23:44:45,reports,router_consolidation
LUXDEEP_REPORTS/Layer34_41_Full_Session_Report.txt,.txt,10686,10.44,2026-06-11T21:39:05,reports,router_consolidation
LUXDEEP_REPORTS/Layer34_41_Gap_Analysis.txt,.txt,5642,5.51,2026-06-11T20:52:20,reports,router_consolidation
LUXDEEP_REPORTS/Layer34_41_MVP_Architecture_Definition.txt,.txt,5185,5.06,2026-06-11T20:52:35,reports,router_consolidation
LUXDEEP_REPORTS/Layer34_4_Device_Action_Intelligence.txt,.txt,4124,4.03,2026-06-11T05:31:41,reports,router_consolidation
LUXDEEP_REPORTS/Layer34_5_Task_Orchestration_Intelligence.txt,.txt,4118,4.02,2026-06-11T08:09:01,reports,router_consolidation
LUXDEEP_REPORTS/Layer34_6_Workspace_Intelligence.txt,.txt,4813,4.7,2026-06-11T07:57:38,reports,router_consolidation
LUXDEEP_REPORTS/Layer34_7_Autonomous_Repair_Intelligence.txt,.txt,5074,4.96,2026-06-11T08:43:54,reports,router_consolidation
LUXDEEP_REPORTS/Layer34_8_Verification_Intelligence.txt,.txt,4193,4.09,2026-06-11T08:49:25,reports,router_consolidation
LUXDEEP_REPORTS/Layer34_9_Clone_Workspace_Intelligence.txt,.txt,4379,4.28,2026-06-11T08:55:37,reports,router_consolidation
LUXDEEP_REPORTS/Layer35_0_Deployment_Verification_Intelligence.txt,.txt,3113,3.04,2026-06-11T08:59:05,reports,router_consolidation
LUXDEEP_REPORTS/Layer35_1_Autonomous_Engineering_Coordinator.txt,.txt,3506,3.42,2026-06-11T09:02:22,reports,router_consolidation
LUXDEEP_REPORTS/Layer35_2_Engineering_Memory_Failure_Intelligence.txt,.txt,4119,4.02,2026-06-11T09:08:06,reports,router_consolidation
LUXDEEP_REPORTS/Layer35_3_Engineering_Knowledge_Graph.txt,.txt,3733,3.65,2026-06-11T09:11:14,reports,router_consolidation
LUXDEEP_REPORTS/Layer35_4_Engineering_Decision_Intelligence.txt,.txt,3879,3.79,2026-06-11T09:14:25,reports,router_consolidation
LUXDEEP_REPORTS/Layer35_5_Engineering_Observability_Monitoring.txt,.txt,3561,3.48,2026-06-11T09:19:49,reports,router_consolidation
LUXDEEP_REPORTS/Layer35_6_Engineering_Prediction_Forecast.txt,.txt,3670,3.58,2026-06-11T09:23:53,reports,router_consolidation
LUXDEEP_REPORTS/Layer35_7_Engineering_Strategy_Intelligence.txt,.txt,3467,3.39,2026-06-11T09:28:11,reports,router_consolidation
LUXDEEP_REPORTS/Layer35_8_Engineering_Autonomy_Intelligence.txt,.txt,3752,3.66,2026-06-11T09:32:36,reports,router_consolidation
LUXDEEP_REPORTS/Layer35_9_Engineering_Self_Reflection_Meta.txt,.txt,3635,3.55,2026-06-11T09:38:30,reports,router_consolidation
LUXDEEP_REPORTS/Layer36_0_LuxCode_Engineering_Brain_Core.txt,.txt,3711,3.62,2026-06-11T09:45:12,reports,router_consolidation
LUXDEEP_REPORTS/Layer36_1_Engineering_Brain_Workspace_Consciousness.txt,.txt,3557,3.47,2026-06-11T09:49:29,reports,router_consolidation
LUXDEEP_REPORTS/Layer36_2_Engineering_Brain_Task_Consciousness.txt,.txt,3508,3.43,2026-06-11T09:53:56,reports,router_consolidation
LUXDEEP_REPORTS/Layer36_3_Engineering_Brain_Persistent_Execution.txt,.txt,3744,3.66,2026-06-11T09:58:35,reports,router_consolidation
LUXDEEP_REPORTS/Layer36_4_Engineering_Brain_Multi_Session_Continuity.txt,.txt,3808,3.72,2026-06-11T10:03:46,reports,router_consolidation
LUXDEEP_REPORTS/Layer36_5_Engineering_Brain_User_Intent_Continuity.txt,.txt,3717,3.63,2026-06-11T10:07:27,reports,router_consolidation
LUXDEEP_REPORTS/Layer36_6_Engineering_Brain_Dynamic_Priority_Queue.txt,.txt,3708,3.62,2026-06-11T10:12:15,reports,router_consolidation
LUXDEEP_REPORTS/Layer36_7_Engineering_Brain_Adaptive_Execution_Intelligence.txt,.txt,3977,3.88,2026-06-11T10:26:12,reports,router_consolidation
LUXDEEP_REPORTS/Layer36_8_Engineering_Brain_Command_Intelligence.txt,.txt,3783,3.69,2026-06-11T10:30:14,reports,router_consolidation
LUXDEEP_REPORTS/Layer36_9_Execution_Brain_Core.txt,.txt,2565,2.5,2026-06-11T10:33:00,reports,router_consolidation
LUXDEEP_REPORTS/Layer37_1_GitHub_Project_Intelligence.txt,.txt,1810,1.77,2026-06-11T10:38:02,reports,router_consolidation
LUXDEEP_REPORTS/Layer37_2_Terminal_Intelligence.txt,.txt,2377,2.32,2026-06-11T10:40:58,reports,router_consolidation
LUXDEEP_REPORTS/Layer37_3_Render_Deployment_Intelligence.txt,.txt,2856,2.79,2026-06-11T10:44:00,reports,router_consolidation
LUXDEEP_REPORTS/Layer37_4_Project_Intelligence_Core.txt,.txt,3143,3.07,2026-06-11T10:46:25,reports,router_consolidation
LUXDEEP_REPORTS/Layer37_5_Multi_Project_Intelligence.txt,.txt,3267,3.19,2026-06-11T10:49:22,reports,router_consolidation
LUXDEEP_REPORTS/Layer37_6_Workspace_Agent.txt,.txt,3079,3.01,2026-06-11T10:51:54,reports,router_consolidation
LUXDEEP_REPORTS/Layer37_7_Deployment_Agent.txt,.txt,3310,3.23,2026-06-11T10:54:43,reports,router_consolidation
LUXDEEP_REPORTS/Layer37_8_GitHub_Bridge_Consolidation.txt,.txt,3096,3.02,2026-06-11T10:56:49,reports,router_consolidation
LUXDEEP_REPORTS/Layer37_9_LuxCode_Agent_Core.txt,.txt,3074,3.0,2026-06-11T10:59:07,reports,router_consolidation
LUXDEEP_REPORTS/Layer37_Code_Gap_Closure_Report.txt,.txt,5892,5.75,2026-06-11T21:32:13,reports,router_consolidation
LUXDEEP_REPORTS/Layer37_Validation_Report.txt,.txt,5066,4.95,2026-06-11T21:43:37,reports,router_consolidation
LUXDEEP_REPORTS/Layer38_0_Autonomous_Workflow_Intelligence.txt,.txt,3109,3.04,2026-06-11T11:01:38,reports,router_consolidation
LUXDEEP_REPORTS/Layer38_1_Workflow_Chain_Intelligence.txt,.txt,2965,2.9,2026-06-11T11:04:40,reports,router_consolidation
LUXDEEP_REPORTS/Layer38_2_Workflow_Orchestration_Intelligence.txt,.txt,3385,3.31,2026-06-11T11:07:00,reports,router_consolidation
LUXDEEP_REPORTS/Layer38_3_Autonomous_Task_Network_Intelligence.txt,.txt,3046,2.97,2026-06-11T11:10:28,reports,router_consolidation
LUXDEEP_REPORTS/Layer38_4_Autonomous_Execution_Planning_Intelligence.txt,.txt,3288,3.21,2026-06-11T11:13:34,reports,router_consolidation
LUXDEEP_REPORTS/Layer38_5_Autonomous_Execution_Strategy_Intelligence.txt,.txt,3148,3.07,2026-06-11T11:15:58,reports,router_consolidation
LUXDEEP_REPORTS/Layer38_6_Autonomous_Execution_Simulation_Intelligence.txt,.txt,3295,3.22,2026-06-11T11:18:00,reports,router_consolidation
LUXDEEP_REPORTS/Layer38_7_Autonomous_Execution_Decision_Intelligence.txt,.txt,3444,3.36,2026-06-11T11:19:34,reports,router_consolidation
LUXDEEP_REPORTS/Layer38_8_Autonomous_Execution_Governance_Intelligence.txt,.txt,3401,3.32,2026-06-11T11:22:13,reports,router_consolidation
LUXDEEP_REPORTS/Layer38_9_Autonomous_Agent_Operating_Model.txt,.txt,3031,2.96,2026-06-11T11:24:16,reports,router_consolidation
LUXDEEP_REPORTS/Layer39_0_Agent_Runtime_Core.txt,.txt,2758,2.69,2026-06-11T11:27:15,reports,router_consolidation
LUXDEEP_REPORTS/Layer39_1_Agent_Session_Runtime.txt,.txt,3202,3.13,2026-06-11T11:29:30,reports,router_consolidation
LUXDEEP_REPORTS/Layer39_2_Agent_Workspace_Runtime.txt,.txt,3103,3.03,2026-06-11T11:32:16,reports,router_consolidation
LUXDEEP_REPORTS/Layer39_3_Agent_Memory_Loop_Runtime.txt,.txt,3119,3.05,2026-06-11T11:34:58,reports,router_consolidation
LUXDEEP_REPORTS/Layer39_4_Agent_Collaboration_Runtime.txt,.txt,3283,3.21,2026-06-11T11:38:58,reports,router_consolidation
LUXDEEP_REPORTS/Layer39_5_Agent_Lifecycle_Runtime.txt,.txt,3116,3.04,2026-06-11T11:41:33,reports,router_consolidation
LUXDEEP_REPORTS/Layer39_6_Agent_Recovery_Resilience_Runtime.txt,.txt,3140,3.07,2026-06-11T11:44:05,reports,router_consolidation
LUXDEEP_REPORTS/Layer39_7_Agent_Continuity_Runtime.txt,.txt,3237,3.16,2026-06-11T11:53:53,reports,router_consolidation
LUXDEEP_REPORTS/Layer39_8_Agent_Runtime_Consolidation.txt,.txt,3058,2.99,2026-06-11T11:56:01,reports,router_consolidation
LUXDEEP_REPORTS/Layer39_9_Agent_Runtime_Master_Status.txt,.txt,2938,2.87,2026-06-11T11:57:52,reports,router_consolidation
LUXDEEP_REPORTS/Layer40_0_Agent_Execution_Core.txt,.txt,2860,2.79,2026-06-11T11:59:43,reports,router_consolidation
LUXDEEP_REPORTS/Layer40_1_Agent_Action_Engine.txt,.txt,2790,2.72,2026-06-11T12:02:16,reports,router_consolidation
LUXDEEP_REPORTS/Layer40_2_Agent_Task_Executor.txt,.txt,2876,2.81,2026-06-11T12:04:16,reports,router_consolidation
LUXDEEP_REPORTS/Layer40_3_Agent_Verification_Executor.txt,.txt,3254,3.18,2026-06-11T12:07:40,reports,router_consolidation
LUXDEEP_REPORTS/Layer40_4_Agent_Workspace_Executor.txt,.txt,3154,3.08,2026-06-11T12:10:43,reports,router_consolidation
LUXDEEP_REPORTS/Layer40_5_Agent_Deployment_Executor.txt,.txt,3488,3.41,2026-06-11T12:13:20,reports,router_consolidation
LUXDEEP_REPORTS/Layer40_6_Agent_Execution_Orchestrator.txt,.txt,3267,3.19,2026-06-11T12:15:38,reports,router_consolidation
LUXDEEP_REPORTS/Layer40_7_Agent_Execution_Supervisor.txt,.txt,3211,3.14,2026-06-11T12:18:07,reports,router_consolidation
LUXDEEP_REPORTS/Layer40_8_Agent_Execution_Recovery_Coordinator.txt,.txt,3524,3.44,2026-06-11T12:22:05,reports,router_consolidation
LUXDEEP_REPORTS/Layer40_9_Agent_Execution_Master_Status.txt,.txt,3070,3.0,2026-06-11T12:24:54,reports,router_consolidation
LUXDEEP_REPORTS/Layer41_0_Autonomous_Operations_Core.txt,.txt,2920,2.85,2026-06-11T12:29:57,reports,router_consolidation
LUXDEEP_REPORTS/Layer41_1_Autonomous_Operations_Planning.txt,.txt,3173,3.1,2026-06-11T12:33:40,reports,router_consolidation
LUXDEEP_REPORTS/Layer41_2_Autonomous_Operations_Scheduling.txt,.txt,3329,3.25,2026-06-11T12:36:15,reports,router_consolidation
LUXDEEP_REPORTS/Layer41_3_Autonomous_Operations_Monitoring.txt,.txt,3221,3.15,2026-06-11T12:39:00,reports,router_consolidation
LUXDEEP_REPORTS/Layer41_4_Autonomous_Operations_Continuity.txt,.txt,3644,3.56,2026-06-11T12:41:36,reports,router_consolidation
LUXDEEP_REPORTS/Layer41_5_Autonomous_Operations_Governance.txt,.txt,3622,3.54,2026-06-11T12:43:36,reports,router_consolidation
LUXDEEP_REPORTS/Layer41_6_Autonomous_Operations_Optimization.txt,.txt,3695,3.61,2026-06-11T12:46:06,reports,router_consolidation
LUXDEEP_REPORTS/Layer41_7_Autonomous_Operations_Orchestrator.txt,.txt,3548,3.46,2026-06-11T12:49:22,reports,router_consolidation
LUXDEEP_REPORTS/Layer41_8_Autonomous_Operations_Supervisor.txt,.txt,3479,3.4,2026-06-11T12:52:21,reports,router_consolidation
LUXDEEP_REPORTS/Layer41_9_Autonomous_Operations_Master_Status.txt,.txt,3149,3.08,2026-06-11T12:59:19,reports,router_consolidation
LUXDEEP_REPORTS/Layer41_Code_Gap_Closure_Report.txt,.txt,6176,6.03,2026-06-11T23:16:24,reports,router_consolidation
LUXDEEP_REPORTS/Layer41_Implementation_Status.txt,.txt,4231,4.13,2026-06-11T23:16:34,reports,router_consolidation
LUXDEEP_REPORTS/Layer41_Validation_Report.txt,.txt,3516,3.43,2026-06-11T23:23:14,reports,router_consolidation
LUXDEEP_REPORTS/Smoke_Optimization_Report.txt,.txt,2359,2.3,2026-06-12T00:03:39,reports,router_consolidation
luxviai.log,.log,2356774,2301.54,2026-06-12T00:03:23,unknown,avoid_unless_needed
luxway_capabilities.py,.py,8591,8.39,2026-06-08T04:06:28,unknown,avoid_unless_needed
luxway_data_preview.py,.py,6511,6.36,2026-06-08T04:06:28,unknown,avoid_unless_needed
luxway_device_safety.py,.py,5356,5.23,2026-06-08T04:06:28,unknown,avoid_unless_needed
luxway_permission_model.py,.py,7901,7.72,2026-06-08T04:06:28,unknown,avoid_unless_needed
luxway_weekly_report.py,.py,8555,8.35,2026-06-08T04:06:28,unknown,avoid_unless_needed
master_status_summary.py,.py,2726,2.66,2026-06-08T04:06:28,unknown,avoid_unless_needed
meta_intelligence_core.py,.py,19656,19.2,2026-06-08T04:06:28,unknown,avoid_unless_needed
mode_registry.py,.py,7895,7.71,2026-06-08T04:06:28,unknown,avoid_unless_needed
model_router_config.py,.py,19817,19.35,2026-06-08T04:06:28,unknown,avoid_unless_needed
multi_agent_coordinator_preview.py,.py,9230,9.01,2026-06-09T17:54:51,layer37,layer_validation
multi_project_intelligence_preview.py,.py,7757,7.58,2026-06-11T21:27:40,unknown,avoid_unless_needed
multimodal_memory_scaffold.py,.py,12930,12.63,2026-06-08T04:06:28,unknown,avoid_unless_needed
night_radio_voice.py,.py,6114,5.97,2026-06-08T04:06:28,unknown,avoid_unless_needed
operational_readiness_preview.py,.py,22169,21.65,2026-06-10T20:24:03,unknown,avoid_unless_needed
patch_accountability_preview.py,.py,21584,21.08,2026-06-10T18:16:38,unknown,avoid_unless_needed
patch_approval_engine_preview.py,.py,19303,18.85,2026-06-10T01:08:28,unknown,avoid_unless_needed
patch_assurance_preview.py,.py,22291,21.77,2026-06-10T18:26:42,unknown,avoid_unless_needed
patch_audit_trail_preview.py,.py,22541,22.01,2026-06-10T16:18:10,unknown,avoid_unless_needed
patch_compliance_preview.py,.py,18204,17.78,2026-06-10T16:53:09,unknown,avoid_unless_needed
patch_confidence_preview.py,.py,21899,21.39,2026-06-10T18:35:42,unknown,avoid_unless_needed
patch_draft_engine_preview.py,.py,11370,11.1,2026-06-09T18:12:37,unknown,avoid_unless_needed
patch_execution_readiness_preview.py,.py,19991,19.52,2026-06-10T01:21:05,unknown,avoid_unless_needed
patch_governance_preview.py,.py,19368,18.91,2026-06-10T17:23:27,unknown,avoid_unless_needed
patch_lifecycle_preview.py,.py,17870,17.45,2026-06-10T16:26:39,unknown,avoid_unless_needed
patch_oversight_preview.py,.py,20627,20.14,2026-06-10T18:02:08,unknown,avoid_unless_needed
patch_permission_enforcement_preview.py,.py,19039,18.59,2026-06-10T16:40:32,unknown,avoid_unless_needed
patch_policy_evaluation_preview.py,.py,16911,16.51,2026-06-10T16:47:21,unknown,avoid_unless_needed
patch_recovery_preview.py,.py,16896,16.5,2026-06-10T04:07:37,unknown,avoid_unless_needed
patch_risk_matrix_preview.py,.py,18023,17.6,2026-06-10T00:52:09,unknown,avoid_unless_needed
patch_rollback_preview.py,.py,16055,15.68,2026-06-10T02:12:00,unknown,avoid_unless_needed
patch_validation_preview.py,.py,16774,16.38,2026-06-10T02:39:42,unknown,avoid_unless_needed
permission_boundary.py,.py,8119,7.93,2026-06-08T04:06:28,unknown,avoid_unless_needed
planner_agent_preview.py,.py,10433,10.19,2026-06-09T17:00:35,layer37,layer_validation
pointer_context_preview.py,.py,16216,15.84,2026-06-08T04:06:28,unknown,avoid_unless_needed
production_hardening_registry.py,.py,8465,8.27,2026-06-08T04:06:28,unknown,avoid_unless_needed
production_readiness_preview.py,.py,22220,21.7,2026-06-10T18:52:55,unknown,avoid_unless_needed
project_intelligence_core_preview.py,.py,8250,8.06,2026-06-11T21:26:59,unknown,avoid_unless_needed
project_rules_loader_preview.py,.py,9239,9.02,2026-06-09T16:37:47,unknown,avoid_unless_needed
regression_intelligence_preview.py,.py,23134,22.59,2026-06-11T02:05:03,unknown,avoid_unless_needed
release_readiness_preview.py,.py,24166,23.6,2026-06-10T21:03:03,unknown,avoid_unless_needed
render.yaml,.yaml,246,0.24,2026-06-08T04:06:28,unknown,avoid_unless_needed
render_deployment_intelligence_preview.py,.py,8003,7.82,2026-06-11T21:26:59,unknown,avoid_unless_needed
repeated_pattern_detector_preview.py,.py,10236,10.0,2026-06-09T02:45:16,unknown,avoid_unless_needed
requirements.txt,.txt,61,0.06,2026-06-08T04:06:28,unknown,avoid_unless_needed
root_cause_intelligence_preview.py,.py,27213,26.58,2026-06-11T03:55:53,unknown,avoid_unless_needed
root_flow_auditor_preview.py,.py,18096,17.67,2026-06-08T15:30:48,unknown,avoid_unless_needed
router_scaffold.py,.py,6347,6.2,2026-06-08T04:06:28,unknown,avoid_unless_needed
routing_simulation.py,.py,3930,3.84,2026-06-08T04:06:28,unknown,avoid_unless_needed
runtime_anomaly_intelligence_preview.py,.py,23700,23.14,2026-06-11T01:57:25,unknown,avoid_unless_needed
runtime_drift_intelligence_preview.py,.py,20215,19.74,2026-06-11T01:36:00,unknown,avoid_unless_needed
runtime_recovery_intelligence_preview.py,.py,20880,20.39,2026-06-11T01:40:10,unknown,avoid_unless_needed
runtime_risk_intelligence_preview.py,.py,20460,19.98,2026-06-11T01:32:42,unknown,avoid_unless_needed
runtime_stability_intelligence_preview.py,.py,20935,20.44,2026-06-11T01:21:08,unknown,avoid_unless_needed
